id,slug,firstname,lastname,full_name,company,normalized_company,company_candidates,job_title,image_url,has_bio,has_sessions,tags,top,top_order
50bbbb5c-9568-f111-8fcb-6045bd954326,jeff-bezos-founder-amazon-blue-origin,Jeff,Bezos,Jeff Bezos,"Co-CEO, Prometheus",ceo prometheus,ceo prometheus | prometheus,"Founder, Amazon & Blue Origin",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/852189e2-1318-41e9-b6e3-49ee52e106b1,True,True,,True,1
18a0af3a-6265-f111-8fcb-6045bd954326,david-limp-ceo,David,Limp,David Limp,Blue Origin,blue origin,blue origin,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/c2beadb2-5f68-4b2c-bb32-41d55f44ffbb,False,True,,True,1
6800de77-6265-f111-8fcb-6045bd954326,mike-massimino-former-astronaut,Mike,Massimino,Mike Massimino,NASA,nasa,nasa,Former Astronaut,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/b3ba1351-86c6-4648-9840-18feffaa6a50,False,True,,True,2
dfd8c32b-6bea-40eb-9ce4-335a928da8c1,yann-lecun-co-founder-and-chairman,Yann,LeCun,Yann LeCun,AMI Labs,ami labs,ami labs,Co-founder and Chairman,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/0d34408b-6ae2-4fa0-9bf1-c55c1078e97c,True,True,Artificial Intelligence & Robotics | Growth & Startup & Investment,True,3
daca9c9e-a268-f111-8fcb-6045bd954326,emmanuel-macron-president,Emmanuel,Macron,Emmanuel Macron,France,france,france,President,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/cc4539ee-c974-4c8c-8b49-40371cbd1f7b,True,False,,True,3
6dc0326c-1b60-f111-8fcb-6045bd954326,narendra-modi-prime-minister,Narendra,Modi,Narendra Modi,India,india,india,Prime Minister,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/45aeba61-3177-4b00-8044-d601df87cefa,True,True,,True,3
bec1b741-aab2-4e3c-9dce-542195ca9be3,karsten-wildberger-federal-minister-for-digital-transformation-and-government-modernization,Karsten,Wildberger,Karsten Wildberger,Germany,germany,germany,Federal Minister for Digital Transformation and Government Modernization,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/e83b04af-61f3-4b27-a93e-bb994d6c3981,True,True,,True,4
46e67cef-1e8f-4fd0-8a6c-3cdca667833e,shantanu-narayen-chair-and-ceo,Shantanu,Narayen,Shantanu Narayen,Adobe,adobe,adobe,Chair and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/c98e2e31-b052-4d62-8d17-1dcaa5117b40,True,True,,True,5
013536d5-9a5a-f111-8fcb-6045bd954326,peter-steinberger-founder,Peter,Steinberger,Peter Steinberger,OpenClaw,openclaw,openclaw,Founder,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/a9384687-309c-4c80-8e90-a6985bbfbd80,True,True,Artificial Intelligence & Robotics,True,5
e252bbdb-cb36-4bdb-9a18-13f8ca5877a3,henna-virkkunen-executive-vice-president-for-tech-sovereignty-security-and-democracy,Henna,Virkkunen,Henna Virkkunen,European Commission,european commission,european commission,"Executive Vice-President for Tech Sovereignty, Security and Democracy",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/0a1e621e-367c-4095-bb60-060164568674,True,True,,True,6
982fd3ab-1117-4399-86da-41a237a1332b,joe-tsai-co-founder-and-chairman,Joe,Tsai,Joe Tsai,Alibaba,alibaba,alibaba,Co-founder and Chairman,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/8000fdaf-4869-4bf1-9a87-67e401a498d3,True,True,,True,7
389c35ba-3d5b-453b-8b24-98842dacd52b,christophe-fouquet-ceo,Christophe,Fouquet,Christophe Fouquet,ASML,asml,asml,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/90e9eabc-0790-4cf9-924e-9402f004cc74,True,True,,True,8
4653a79c-6ed7-4bc8-8542-894eee9ddb1b,valerie-baudson-ceo,Valérie,Baudson,Valérie Baudson,Amundi,amundi,amundi,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/728e7512-f658-4a25-bdfb-11430975e51b,True,True,,True,9
742ce898-1360-467a-a700-0a604ca6921d,ekaterina-zaharieva-eu-commissioner-startups-research-and-innovation,Ekaterina,Zaharieva,Ekaterina Zaharieva,European Commission,european commission,european commission,"EU Commissioner Startups, Research and Innovation",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/c9d2e025-a846-45cc-afb7-88dded1a2e1f,True,True,,True,9
dfaca0de-6c7e-4ee9-aa78-04d4225991a9,roland-busch-president-ceo,Roland,Busch,Roland Busch,Siemens,siemens,siemens,President & CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/fe3ae772-224c-476f-8c27-1b5eb69596f4,True,True,Artificial Intelligence & Robotics | DeepTech | Mobility & Smart Cities,True,10
7c7ce8e5-a65d-f111-8fcb-6045bd954326,aidan-gomez-founder-and-ceo,Aidan,Gómez,Aidan Gómez,Cohere,cohere,cohere,Founder and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/9a5cda71-033f-4b78-8b57-ceef8bd56039,True,True,,True,10
012eee59-905a-f111-8fcb-6045bd954326,catherine-macgregor-ceo,Catherine,MacGregor,Catherine MacGregor,ENGIE,engie,engie,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/7acf40c1-7678-441c-ae14-e8dd67905f23,True,True,,True,10
1e688d34-1490-4393-88c4-b3327e68a003,elizabeth-stone-chief-product-and-technology-officer,Elizabeth,Stone,Elizabeth Stone,Netflix,netflix,netflix,Chief Product and Technology Officer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/2e7921d4-65be-41d1-9bbb-3dcaa3a86ad3,True,True,Media & Entertainment & Creators Economy,True,11
88da37d4-8155-4d45-9029-18656b7124d5,bernard-arnault-chairman-and-ceo,Bernard,Arnault,Bernard Arnault,LVMH,lvmh,lvmh,Chairman and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/c8ae8c28-7570-46f7-a072-62f1924eaf00,True,True,,True,12
65fdcfdc-88cc-40f5-a07d-01609edfc230,jeremy-allaire-co-founder-chairman-and-ceo,Jeremy,Allaire,Jeremy Allaire,Circle,circle,circle,Co-Founder Chairman and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/bb5d96b6-edea-4675-b604-f6bc30e6906f,True,True,Artificial Intelligence & Robotics | Fintech & Banking & Compliance | Cybersecurity & Defense,True,13
f5c869a7-a885-4d54-9774-62d56b31ffe4,christel-heydemann-ceo,Christel,Heydemann,Christel Heydemann,Orange,orange,orange,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/c9af67f7-3b08-4dad-8ba1-f5f26993a3cc,True,True,Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity | Sovereignty & GovTech,True,14
92476b8e-7e18-497f-8283-8772d9a6ac4b,dorothee-bar-federal-minister-for-research-technology-and-space,Dorothee,Bär,Dorothee Bär,Germany,germany,germany,"Federal Minister for Research, Technology, and Space",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/6c6cf7ef-896c-43b7-958b-9d71fc542cee,False,True,,True,15
8c2b7711-2451-f111-8fcb-6045bd954326,tim-berners-lee-inventor-co-founder-and-cto,Tim,Berners-Lee,Tim Berners-Lee,World Wide Web / Inrupt,world wide web inrupt,world wide web | inrupt,Inventor / Co-founder and CTO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/1b630d7b-2cfc-49dc-9a99-118a6a23b027,True,True,Artificial Intelligence & Robotics | DeepTech | Cloud & Infrastructure & Connectivity,True,15
a69444b2-4596-47cb-9093-36eaf375ef74,taher-elgamal-cto,Taher,Elgamal,Taher Elgamal,Salesforce,salesforce,salesforce,CTO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/2a930c9d-d005-4a07-be76-c5e403647c5c,True,True,Cybersecurity & Defense | Artificial Intelligence & Robotics,True,15
60491a64-5e4d-486f-a74c-ec616f4b4869,rob-goldstein-chief-operating-officer,Rob,Goldstein,Rob Goldstein,BlackRock,blackrock,blackrock,Chief Operating Officer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/682a129e-d9f4-4c1f-b08d-8488f6763774,True,True,Artificial Intelligence & Robotics | Fintech & Banking & Compliance,True,15
9c8c1fdf-8d48-4b9b-b353-f0449a3a1611,mohamed-kande-global-chairman,Mohamed,Kande,Mohamed Kande,PwC,pwc,pwc,Global Chairman,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/e689eb5a-1700-44f2-8374-41a28513c8b1,True,True,Artificial Intelligence & Robotics | Cybersecurity & Defense | Energy & Greentech,True,15
da7f0c7a-dd59-f111-8fcb-6045bd954326,patrick-pouyanne-chairman-ceo,Patrick,Pouyanné,Patrick Pouyanné,TotalEnergies,totalenergies,totalenergies,Chairman & CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/16f82f64-c835-46c9-8f48-24cdf489f150,True,True,,True,15
ab82df49-85cb-4696-b89d-4988472422ba,francois-provost-ceo,François,Provost,François Provost,Renault Group,renault,renault,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/b8f75baa-d687-49bd-b69b-668587b18dac,True,True,,True,16
9adb397c-4746-475c-bdcf-7e7e93c3cbb2,susan-emerson-senior-vice-president-product-ai-global-coe,Susan,Emerson,Susan Emerson,Salesforce,salesforce,salesforce,Senior Vice President - Product: AI Global COE,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/cd934756-da41-4b4d-a7d4-7ec412f61a15,True,True,Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity | DeepTech,True,17
99148cb8-38f2-450a-a516-a7fe7f8c27cb,lei-zhang-founder-and-ceo,Lei,Zhang,Lei Zhang,Envision,envision,envision,Founder and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/95c3d9ac-1790-4701-92cf-a03fde46ed45,True,True,Energy & Greentech | Artificial Intelligence & Robotics | Growth & Startup & Investment,True,17
d92c09e5-0a56-44fd-9ff1-f3d29af67f2c,thomas-dohmke-cofounder-and-ceo,Thomas,Dohmke,Thomas Dohmke,Entire,entire,entire,Cofounder and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/048cbf27-e3b4-41ee-84bc-feb04e3a6d9a,True,True,Artificial Intelligence & Robotics,True,19
6973e25b-66cb-475c-8ea2-736e2bae0948,glenn-d-fogel-chief-executive-officer,Glenn D.,Fogel,Glenn D. Fogel,Booking.com,booking com,booking com,Chief Executive Officer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/f7cdfc98-1b6d-4851-b940-a6702debe91c,True,True,Artificial Intelligence & Robotics | Growth & Startup & Investment | Industry & Supply Chain,True,20
3f10d8c5-445b-f111-8fcb-6045bd954326,thibault-sottiaux-head-of-core-product-platform,Thibault,Sottiaux,Thibault Sottiaux,OpenAI,openai,openai,Head of Core Product & Platform,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/340a208a-65ae-4069-b147-e0a98f203eb4,False,True,,True,20
bcfcfd7d-46f8-428a-93e9-fdef368eaa82,octave-klaba-founder-and-chairman,Octave,Klaba,Octave Klaba,OVHcloud,ovhcloud,ovhcloud,Founder and Chairman,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/b86b437e-5626-48ff-af6b-f05867f4d1ef,True,True,,True,21
bcbdfe15-f4af-46e7-ad6d-6ef9e5984437,asmita-dubey-chief-digital-marketing-officer,Asmita,Dubey,Asmita Dubey,L’Oréal Groupe,loreal,loreal,Chief Digital & Marketing Officer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/bd98f1c7-cf9e-4ae9-bfe5-6fdaec101f52,True,True,,True,22
38a5b49d-fbce-4c20-b6ec-6c60facf92fd,peter-desantis-senior-vice-president-foundational-ai-models-custom-silicon-quantum-computing,Peter,DeSantis,Peter DeSantis,Amazon,amazon,amazon,"Senior Vice President - Foundational AI Models, Custom Silicon, Quantum Computing",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/12bb234e-700b-406b-8774-4896d8ca9a2e,True,True,Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity,True,25
d9ce3d20-e4f8-4e14-bf4b-e913b8ceaea6,cameron-fink-co-founder-and-ceo,Cameron,Fink,Cameron Fink,Aaru,aaru,aaru,Co-founder and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/f5f7e058-54d8-4808-9454-83089c69b960,True,True,Artificial Intelligence & Robotics,True,25
51409c72-7466-f111-8fcb-6045bd954326,piyush-goyal-commerce-and-industry-minister,Piyush,Goyal,Piyush Goyal,India,india,india,Commerce and Industry Minister,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/7b2f2ff1-a56f-43c6-a035-ac1409e58201,True,True,,True,25
8a0396ae-935d-f111-8fcb-6045bd954326,norihiko-ishihara,Norihiko,ISHIHARA,Norihiko ISHIHARA,DATASECTION INC.,datasection,datasection,,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/e48813ca-20f6-4bdb-86c2-21b4fc11c275,True,True,,True,25
eb84e503-7666-f111-8fcb-6045bd954326,bruno-le-maire-former-minister-of-economy-and-finance-france-special-advisor,Bruno,Le Maire,Bruno Le Maire,ASML,asml,asml,"Former Minister of Economy and Finance, France, & Special Advisor",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/107d0c60-cad7-4d0b-a8ea-ee07153c0881,True,True,Artificial Intelligence & Robotics,True,25
10254ed5-c47f-4403-a9e8-8060d8360755,leon-marchand-swimmer,Leon,Marchand,Leon Marchand,"Olympic and World Champion, LVMH Ambassador",olympic world champion lvmh ambassador,olympic world champion lvmh ambassador | olympic world champion | lvmh ambassador,Swimmer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/0029ed00-91b0-4caf-9240-c484f9bdfb19,True,True,,True,26
c9169a42-1b68-4e8c-ac76-9a931a685cf3,alexey-pajitnov-creator-and-founder,Alexey,Pajitnov,Alexey Pajitnov,Tetris,tetris,tetris,Creator and Founder,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/ff9ddc09-6a19-40e5-9f4d-a9ca9b2d7365,True,True,,True,32
ef20794a-8440-4ff5-aaf8-f1127fbccb92,henk-rogers-chairman-of-the-board,Henk,Rogers,Henk Rogers,The Tetris Company,the tetris,the tetris,Chairman of the Board,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/f721cfad-3a93-4022-889b-5e5723aff032,True,True,Gaming & Sports & Esports | Energy & Greentech | Space & Aeronautics,True,32
77fba9f1-cd9e-4784-9bca-e45c358d31d6,damien-lucas-ceo,Damien,Lucas,Damien Lucas,Scaleway,scaleway,scaleway,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/9556ebf8-13f5-4b60-9d8d-0b952cbc6c70,True,True,Cloud & Infrastructure & Connectivity | Artificial Intelligence & Robotics | Sovereignty & GovTech,True,33
4a4ff766-562f-40af-aaec-67615751076b,lutz-diederichs-ceo,Lutz,Diederichs,Lutz Diederichs,BNP PARIBAS GERMANY,bnp paribas germany,bnp paribas germany,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/9f5f85c2-43c6-4c9a-a7ce-02081d9008f5,True,True,,True,35
8383a3c7-32b9-4930-9a98-69da67f9e625,pablo-koziner-chief-commercial-operations-officer,Pablo,Koziner,Pablo Koziner,GE Vernova,ge vernova,ge vernova,Chief Commercial & Operations Officer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/38452e8c-18a5-40a4-81a9-b19f03c8dcd8,True,True,Artificial Intelligence & Robotics | Energy & Greentech | Cybersecurity & Defense,True,35
a02bcc06-c05a-f111-8fcb-6045bd954326,peter-koerte-member-of-the-managing-board-chief-technology-officer-and-chief-strategy-officer,Peter,Koerte,Peter Koerte,Siemens,siemens,siemens,"Member of the Managing Board, Chief Technology Officer and Chief Strategy Officer",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/206e8bcd-f0a7-486d-9a7d-588d25bf6e17,True,True,,True,10000
b3f8fad0-c95d-f111-8fcb-6045bd954326,pv-humoriste,PV,.,PV .,Le Jamel Comedy Club,le jamel comedy club,le jamel comedy club,Humoriste,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/c1389baf-ae91-42c9-be38-ad353c83a73c,False,True,,False,10000
7a609ea6-c85d-f111-8fcb-6045bd954326,kino-humoriste,Kino,.,Kino .,Le Jamel Comedy Club,le jamel comedy club,le jamel comedy club,Humoriste,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/a000ac8c-63a8-437b-aa6d-310f6d304862,False,True,,False,10000
6f5e8460-c95d-f111-8fcb-6045bd954326,nash-humoriste,Nash,.,Nash .,Le Jamel Comedy Club,le jamel comedy club,le jamel comedy club,Humoriste,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/5157dc13-39fb-428e-b9db-476617fe5a05,False,True,,False,10000
af4d4203-ca5d-f111-8fcb-6045bd954326,basile-humoriste,Basile,.,Basile .,Le Jamel Comedy Club,le jamel comedy club,le jamel comedy club,Humoriste,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/701dccf2-2b15-4c0b-9ffd-0a9a647a77f0,False,True,,False,10000
9d032c89-cb5d-f111-8fcb-6045bd954326,youzy-content-creator,Youzy,.,Youzy .,Indépendant,independant,independant,Content Creator,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/2a1f7d2b-cc7a-4cd9-94cd-0cff3670a560,True,True,Marketing & Advertising | Luxury & Fashion & Cosmetics | Healthcare & Wellness,False,10000
86bcc4a1-1b59-f111-8fcb-6045bd954326,naglaa-abdelftah-abdelazez-mohamed-founder-chief-scientific-officer,Naglaa Abdelftah,Abdelazez Mohamed,Naglaa Abdelftah Abdelazez Mohamed,P-Vita,p vita,p vita,Founder & Chief Scientific Officer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/689baa3a-a327-43d1-a84f-7a091f104602,True,False,,False,10000
44b6e863-0f18-4cfa-b5c3-6a9b52549a0c,bill-adair-knight-professor-of-the-practice-of-journalism-public-policy,Bill,Adair,Bill Adair,Duke University,duke university,duke university,Knight Professor of the Practice of Journalism & Public Policy,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/6a4256ea-52de-4b63-bc29-56599feeb32a,True,True,Artificial Intelligence & Robotics | Media & Entertainment & Creators Economy,False,10000
f584508e-3e91-4b8b-a26e-23269f1a5198,general-philippe-adam-president,General Philippe,Adam,General Philippe Adam,PhAS Conseil,phas conseil,phas conseil,President,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/80c92fc8-45bf-497e-86b3-34ce4820b2a8,True,True,Space & Aeronautics,False,10000
e8973786-5382-442a-b471-1ffb6ef07810,pauline-adam-kalfon-partner-chief-innovation-impact-officer,Pauline,Adam-Kalfon,Pauline Adam-Kalfon,PWC,pwc,pwc,"Partner, Chief Innovation & Impact Officer",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/8598f65c-97c5-435c-b495-1f04281ad6d5,True,True,Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity | Diversity & Inclusion,False,10000
d1c4971e-4e63-f111-8fcb-6045bd954326,alexia-adda-general-manager,Alexia,Adda,Alexia Adda,Klava,klava,klava,General Manager,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/81bd9e0b-5934-454a-8d5a-a36542d2669d,True,True,Healthcare & Wellness,False,10000
2468f6fa-df64-f111-8fcb-6045bd954326,marie-adeline-peix-directrice-executive,Marie,Adeline-Peix,Marie Adeline-Peix,Bpifrance,bpifrance,bpifrance,Directrice Exécutive,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/e4191b59-c131-4b34-a5af-856cdde5f910,True,True,Media & Entertainment & Creators Economy | Artificial Intelligence & Robotics,False,10000
b6042f4a-dd43-465d-b2ef-016e7a773fdc,louise-agersnap-head-of-innovation-hub,Louise,Agersnap,Louise Agersnap,World Health Organization (WHO),world health organization who,world health organization who,Head of Innovation Hub,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/ff58bf96-14bf-41a3-8c3d-811a53115ee8,True,True,Artificial Intelligence & Robotics | Healthcare & Wellness,False,10000
4cf59520-aa20-475a-8f8a-742dd6e78647,clement-aglietta-ceo,Clément,Aglietta,Clément Aglietta,Edda,edda,edda,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/31be4441-9f0f-41fd-bc4a-43a5e864e6d7,True,True,Artificial Intelligence & Robotics | Fintech & Banking & Compliance | Growth & Startup & Investment,False,10000
7a555962-315f-f111-8fcb-6045bd954326,mathieu-aguesse-ceo-author-teacher,Mathieu,Aguesse,Mathieu Aguesse,New Deal Design / UC Berkeley,new deal design uc berkeley,new deal design | uc berkeley,CEO / Author / Teacher,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/fdbf937f-1dfa-4fdc-ac4c-adff7462d80d,True,True,Artificial Intelligence & Robotics | DeepTech | Healthcare & Wellness,False,10000
2f65dc73-1008-49c1-9f9b-e755244ba8b3,carolina-aguilar-ceo-founder,Carolina,Aguilar,Carolina Aguilar,INBRAIN Neuroelectronics,inbrain neuroelectronics,inbrain neuroelectronics,CEO & Founder,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/c2f975ca-f691-4610-945f-d2cfd0b8fd51,True,True,Artificial Intelligence & Robotics | DeepTech | Healthcare & Wellness,False,10000
221297c7-1390-4537-8924-a2d6661a1b71,kamal-ahmed-executive-editorial-director,Kamal,Ahmed,Kamal Ahmed,"Fortune, UK and Europe",fortune uk europe,fortune uk europe | fortune | uk europe,Executive Editorial Director,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/fec9b2fe-f06c-4acf-b297-1371376e1f29,True,True,Artificial Intelligence & Robotics | Marketing & Advertising | Media & Entertainment & Creators Economy,False,10000
cb26dd2f-244e-f111-8ef3-6045bd9548dc,angelo-aiello-sales-director-france,Angelo,Aiello,Angelo Aiello,Onclusive,onclusive,onclusive,Sales Director France,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/4e1d70f3-7b0c-4da9-888b-239c016252e0,True,True,,False,10000
cf1bf69b-4466-f111-8fcb-6045bd954326,cathybert-ainembabazi-founder-ceo,Cathybert,Ainembabazi,Cathybert Ainembabazi,PearlOxy Uganda Limited,pearloxy uganda,pearloxy uganda,Founder & CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/8ad2bf3d-9c18-47da-a479-359d7a0871d8,True,True,Healthcare & Wellness | Diversity & Inclusion | HR & EdTech & Future of Work,False,10000
ffcea46e-f663-f111-8fcb-6045bd954326,kamel-ait-mahiout-president-and-ceo,Kamel,Ait Mahiout,Kamel Ait Mahiout,Zero Carbon Emission,zero carbon emission,zero carbon emission,President and CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/32cf6347-25a1-4347-aa21-e1ddbe2d4209,True,True,,False,10000
f41c7edf-5e49-f111-8ef3-6045bd9548dc,talal-m-al-kaissi-ceo,Talal M.,Al Kaissi,Talal M. Al Kaissi,Core42- A G42 Company,core42 a g42,core42 a g42,CEO,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/518502c1-15ca-4da9-a8f1-3db62a298e94,True,True,Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity | Sovereignty & GovTech,False,10000
4429402d-b85a-f111-8fcb-6045bd954326,he-abdulla-bin-touq-al-marri-minister-for-economy-and-tourism,H.E. Abdulla Bin Touq,Al Marri,H.E. Abdulla Bin Touq Al Marri,UAE,uae,,Minister for Economy and Tourism,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/eb275b77-8a8d-45ef-b175-530669a7db57,True,True,,False,10000
9c9f7224-0d54-f111-8fcb-6045bd954326,sulaiman-al-rawahi-manager-economic-diversification-investments-ict-sector,Sulaiman,Al Rawahi,Sulaiman Al Rawahi,Oman Investment Authority ,oman investment authority,oman investment authority,"Manager, Economic Diversification Investments – ICT Sector",https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/ec148e29-947f-4878-b5db-3437cf06818a,True,True,DeepTech | Sovereignty & GovTech | Growth & Startup & Investment,False,10000
2f302acb-7b63-f111-8fcb-6045bd954326,abdulrahman-al-sowaidi-chief-executive-officer,Abdulrahman,Al-Sowaidi,Abdulrahman Al-Sowaidi,Qatar Development Bank,qatar development bank,qatar development bank,Chief Executive Officer,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/96643fe9-a556-46a1-9853-a0dbe09f49cb,True,True,Fintech & Banking & Compliance | Industry & Supply Chain | Growth & Startup & Investment,False,10000
7c5e7419-2f5b-f111-8fcb-6045bd954326,alice-albizzati-founding-partner,Alice,ALBIZZATI,Alice ALBIZZATI,Revaia,revaia,revaia,Founding Partner,https://storageprdv2inwink.blob.core.windows.net/e935b27a-a548-4b47-af5e-efcb250b84e1/2c835046-753e-41be-a4f6-581101c33aaf,True,True,Sovereignty & GovTech | Artificial Intelligence & Robotics | Energy & Greentech,False,10000
