entity_id,entity_type,display_name,query,context_json
company_86e61f9c1a23aa52626f,company,A Blue Thing in the Cloud,"""A Blue Thing in the Cloud"" VivaTech exhibitor company Spain DeepTech","{""company_type"": ""startup"", ""country"": ""Spain"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""88446591-c04a-f111-8ef3-6045bd9548dc"", ""tags"": ""DeepTech | Cybersecurity & Defense | Industry & Supply Chain""}"
company_19bbec3c27c182c03091,company,A.f. Genese,"""A.f. Genese"" VivaTech exhibitor company France Healthcare & Wellness","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Pre-Seed - <$1M"", ""source_id"": ""312b07fb-cc43-f111-8ef2-6045bd954320"", ""tags"": ""Healthcare & Wellness | Growth & Startup & Investment""}"
company_ab6a8e8dc6a8c655fc9a,company,Aalia.tech,"""Aalia.tech"" VivaTech exhibitor company France Healthcare & Wellness","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Pre-Seed - <$1M"", ""source_id"": ""a2536a57-0259-f111-8fcb-6045bd954326"", ""tags"": ""Healthcare & Wellness | Growth & Startup & Investment | DeepTech""}"
company_b6ed6c276aeb6934892a,company,Abeye,"""Abeye"" VivaTech exhibitor company France Diversity & Inclusion","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""2c6b8305-5e54-f111-8fcb-6045bd954326"", ""tags"": ""Diversity & Inclusion | Healthcare & Wellness | HR & EdTech & Future of Work""}"
company_4783811856c5c8b01c6c,company,Abillio,"""Abillio"" VivaTech exhibitor company Latvia Fintech & Banking & Compliance","{""company_type"": ""startup"", ""country"": ""Latvia"", ""fundraising"": ""Bootstrapped - 0 | Pre-Seed - <$1M"", ""source_id"": ""9fa41dad-c452-f111-8fcb-6045bd954326"", ""tags"": ""Fintech & Banking & Compliance | HR & EdTech & Future of Work | Media & Entertainment & Creators Economy""}"
company_6b77084b8e4240c2a828,company,"Abr Co., Ltd","""Abr Co., Ltd"" VivaTech exhibitor company South Korea Energy & Greentech","{""company_type"": ""startup"", ""country"": ""South Korea"", ""fundraising"": ""Seed - $1M - $5M | Pre-Seed - <$1M | Bootstrapped - 0"", ""source_id"": ""4a717ad1-9f47-f111-8ef3-6045bd9548dc"", ""tags"": ""Energy & Greentech | Industry & Supply Chain | DeepTech""}"
company_76c04c6589633ee99ade,company,Abraham in Tech,"""Abraham in Tech"" VivaTech exhibitor company France Sovereignty & GovTech","{""company_type"": ""partner"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""76fc9100-c92a-f111-9a49-6045bd9541be"", ""tags"": ""Sovereignty & GovTech | Growth & Startup & Investment | Diversity & Inclusion""}"
company_5502a43b3fb03f1738a0,company,Absar Group,"""Absar Group"" VivaTech exhibitor company Senegal Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""Senegal"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""3f962669-a65d-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics | Mobility & Smart Cities | Growth & Startup & Investment""}"
company_94dbca79da444ed6b781,company,Abx3pv Private Limited,"""Abx3pv Private Limited"" VivaTech exhibitor company India DeepTech","{""company_type"": ""startup"", ""country"": ""India"", ""fundraising"": """", ""source_id"": ""77c6f4d7-0a60-f111-8fcb-6045bd954326"", ""tags"": ""DeepTech | Energy & Greentech | Space & Aeronautics""}"
company_4d4247dc6011944c3b71,company,Abyssale,"""Abyssale"" VivaTech exhibitor company France Marketing & Advertising","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""89169196-ba47-f111-8ef3-6045bd9548dc"", ""tags"": ""Marketing & Advertising | Retail & E-commerce | Artificial Intelligence & Robotics""}"
company_a54916c0d60ed0bebc1c,company,Ac Biode,"""Ac Biode"" VivaTech exhibitor company Luxembourg Energy & Greentech","{""company_type"": ""startup"", ""country"": ""Luxembourg"", ""fundraising"": """", ""source_id"": ""2efd2ed7-3351-f111-8fcb-6045bd954326"", ""tags"": ""Energy & Greentech | Industry & Supply Chain | Growth & Startup & Investment""}"
company_9a59e92519bccb259cde,company,Acceliontech,"""Acceliontech"" VivaTech exhibitor company Germany Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""Germany"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""371a8778-6354-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics | Industry & Supply Chain | Space & Aeronautics""}"
company_fde263cb71f931d745ae,company,Accord,"""Accord"" VivaTech exhibitor company Jordan Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""Jordan"", ""fundraising"": ""Bootstrapped - 0"", ""source_id"": ""21bf0caa-1344-f111-8ef2-6045bd954320"", ""tags"": ""Artificial Intelligence & Robotics | Fintech & Banking & Compliance | Growth & Startup & Investment""}"
company_411357fc4dda64aaa623,company,Accudire,"""Accudire"" VivaTech exhibitor company Italy Industry & Supply Chain","{""company_type"": ""startup"", ""country"": ""Italy"", ""fundraising"": ""Seed - $1M - $5M"", ""source_id"": ""8737cbe5-6e39-f111-8ef2-6045bd954320"", ""tags"": ""Industry & Supply Chain | Consulting & B2B services | Fintech & Banking & Compliance""}"
company_4d08d73169be585f6a88,company,Aces O+,"""Aces O+"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""9ee49dac-f349-f111-8ef3-6045bd9548dc"", ""tags"": ""Artificial Intelligence & Robotics | Diversity & Inclusion | Growth & Startup & Investment""}"
company_4f56afe530007d175b68,company,Actena,"""Actena"" VivaTech exhibitor company France DeepTech","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""6d7f4e1b-9848-f111-8ef3-6045bd9548dc"", ""tags"": ""DeepTech""}"
company_d4dcd0081d4605667541,company,Acteurs du Franco-Allemand,"""Acteurs du Franco-Allemand"" VivaTech exhibitor company France Sovereignty & GovTech","{""company_type"": ""partner"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""40a7d239-0842-f111-8ef2-6045bd954320"", ""tags"": ""Sovereignty & GovTech | Growth & Startup & Investment | Consulting & B2B services | HR & EdTech & Future of Work""}"
company_3a133294400f8d0b9e5d,company,Actionable,"""Actionable"" VivaTech exhibitor company France Retail & E-commerce","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Pre-Seed - <$1M"", ""source_id"": ""228e0835-f24d-f111-8ef3-6045bd9548dc"", ""tags"": ""Retail & E-commerce | Marketing & Advertising | Artificial Intelligence & Robotics""}"
company_6428215563202d90e088,company,Active Asset Allocation,"""Active Asset Allocation"" VivaTech exhibitor company France Fintech & Banking & Compliance","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""3d17820d-a844-f111-8ef2-6045bd954320"", ""tags"": ""Fintech & Banking & Compliance | Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity""}"
company_430d3f5ebcecee80976c,company,Actu Ia,"""Actu Ia"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""partner"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""f42617b1-9965-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics""}"
company_05079d36317f599d51dc,company,Ad System,"""Ad System"" VivaTech exhibitor company korearepublicof Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""korearepublicof"", ""fundraising"": ""Seed - $1M - $5M"", ""source_id"": ""bbef9222-9559-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics | Cybersecurity & Defense | Energy & Greentech""}"
company_fbd94e316ca17c03db66,company,Ad Verbum,"""Ad Verbum"" VivaTech exhibitor company Latvia Fintech & Banking & Compliance","{""company_type"": ""startup"", ""country"": ""Latvia"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""027f4bb9-c452-f111-8fcb-6045bd954326"", ""tags"": ""Fintech & Banking & Compliance | Cybersecurity & Defense | Consulting & B2B services""}"
company_8e6277e262cf17f4b39c,company,Ad'Occ - Région Occitanie,"""Ad'Occ - Région Occitanie"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""partner"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""dc3e7173-a72a-f111-9a49-6045bd9541be"", ""tags"": ""Artificial Intelligence & Robotics | DeepTech | Healthcare & Wellness | Media & Entertainment & Creators Economy""}"
company_a627cbd7aaf5683eee96,company,Adaptation/s,"""Adaptation/s"" VivaTech exhibitor company France Fintech & Banking & Compliance","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Bootstrapped - 0"", ""source_id"": ""cca40dfa-db43-f111-8ef2-6045bd954320"", ""tags"": ""Fintech & Banking & Compliance | Energy & Greentech""}"
company_ed71e694f0b527d7711c,company,Adcis,"""Adcis"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""e0b1b840-692e-f111-9a49-6045bd9541be"", ""tags"": ""Artificial Intelligence & Robotics | Healthcare & Wellness | Industry & Supply Chain""}"
company_3c2be8f1569a091e15f2,company,Addatech Systems,"""Addatech Systems"" VivaTech exhibitor company Canada Healthcare & Wellness","{""company_type"": ""startup"", ""country"": ""Canada"", ""fundraising"": ""Seed - $1M - $5M"", ""source_id"": ""2fac0518-e747-f111-8ef3-6045bd9548dc"", ""tags"": ""Healthcare & Wellness | Growth & Startup & Investment""}"
company_b5f9cd55a27ef1820093,company,Adepme,"""Adepme"" VivaTech exhibitor company Senegal Artificial Intelligence & Robotics","{""company_type"": ""partner"", ""country"": ""Senegal"", ""fundraising"": """", ""source_id"": ""d1c5818e-5f50-f111-8ef3-6045bd9548dc"", ""tags"": ""Artificial Intelligence & Robotics | DeepTech | Sovereignty & GovTech | Growth & Startup & Investment""}"
company_ae8b1a66ac77c5359b3e,company,Adikoi,"""Adikoi"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Bootstrapped - 0"", ""source_id"": ""3704378e-9939-f111-8ef2-6045bd954320"", ""tags"": ""Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity | Growth & Startup & Investment""}"
company_ca53665e4fd84f86a9a8,company,Adin.ai,"""Adin.ai"" VivaTech exhibitor company Turkey Luxury & Fashion & Cosmetics","{""company_type"": ""startup"", ""country"": ""Turkey"", ""fundraising"": ""Pre-Seed - <$1M"", ""source_id"": ""ce039d49-dc55-f111-8fcb-6045bd954326"", ""tags"": ""Luxury & Fashion & Cosmetics | Fintech & Banking & Compliance | Retail & E-commerce""}"
company_d51fb74297f5f47bddf4,company,Admir,"""Admir"" VivaTech exhibitor company France DeepTech","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Seed - $1M - $5M"", ""source_id"": ""aacef525-d74e-f111-8ef3-6045bd9548dc"", ""tags"": ""DeepTech | Healthcare & Wellness | Artificial Intelligence & Robotics""}"
company_4dbd61d2eab7510a2023,company,"Adoasis, Inc","""Adoasis, Inc"" VivaTech exhibitor company United States of America Luxury & Fashion & Cosmetics","{""company_type"": ""startup"", ""country"": ""United States of America"", ""fundraising"": ""Seed - $1M - $5M"", ""source_id"": ""c96f70cd-fd41-f111-8ef2-6045bd954320"", ""tags"": ""Luxury & Fashion & Cosmetics | Marketing & Advertising | Retail & E-commerce""}"
company_e20422af3005862eb800,company,Adobe,"""Adobe"" VivaTech exhibitor company United States of America Marketing & Advertising","{""company_type"": ""partner"", ""country"": ""United States of America"", ""fundraising"": """", ""source_id"": ""007deeb3-962a-f111-9a49-6045bd9541be"", ""tags"": ""Marketing & Advertising | Artificial Intelligence & Robotics | Luxury & Fashion & Cosmetics | Retail & E-commerce | Fintech & Banking & Compliance""}"
company_640215eec47261acd738,company,Adpriva,"""Adpriva"" VivaTech exhibitor company Portugal DeepTech","{""company_type"": ""startup"", ""country"": ""Portugal"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""08785706-f158-f111-8fcb-6045bd954326"", ""tags"": ""DeepTech | Marketing & Advertising | Cybersecurity & Defense""}"
company_82a126544d3a51a4efbd,company,Adsrank,"""Adsrank"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""3bfc76ae-f155-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics | Marketing & Advertising | Growth & Startup & Investment""}"
company_93e1bc472a9e9569d639,company,Adstrum,"""Adstrum"" VivaTech exhibitor company France DeepTech","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""7f52ff1e-ea60-f111-8fcb-6045bd954326"", ""tags"": ""DeepTech | Healthcare & Wellness | Artificial Intelligence & Robotics""}"
company_783aeca56429d657397f,company,Advanced Care Technologies,"""Advanced Care Technologies"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Pre-Seed - <$1M"", ""source_id"": ""f30380ce-cd4e-f111-8ef3-6045bd9548dc"", ""tags"": ""Artificial Intelligence & Robotics | Healthcare & Wellness | Diversity & Inclusion""}"
company_c6c36f07d3fcd1c4ff82,company,Advantage Austria Paris,"""Advantage Austria Paris"" VivaTech exhibitor company Austria Space & Aeronautics","{""company_type"": ""partner"", ""country"": ""Austria"", ""fundraising"": """", ""source_id"": ""34c7bce3-9a4e-f111-8ef3-6045bd9548dc"", ""tags"": ""Space & Aeronautics | Artificial Intelligence & Robotics | Energy & Greentech | Industry & Supply Chain | Cybersecurity & Defense""}"
company_02170daae18f57e33fee,company,Adweek,"""Adweek"" VivaTech exhibitor company United States of America Marketing & Advertising","{""company_type"": ""partner"", ""country"": ""United States of America"", ""fundraising"": """", ""source_id"": ""6f63a264-0461-f111-8fcb-6045bd954326"", ""tags"": ""Marketing & Advertising | Consulting & B2B services""}"
company_5f5dd6b430d35d2f340e,company,"Aeacbio Co.,ltd.","""Aeacbio Co.,ltd."" VivaTech exhibitor company korearepublicof Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""korearepublicof"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""6dbd2a76-9559-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics | Growth & Startup & Investment | Consulting & B2B services""}"
company_c314e98eddeda6207964,company,Aegis Civis,"""Aegis Civis"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""384d0c54-f23e-f111-8ef2-6045bd954320"", ""tags"": ""Artificial Intelligence & Robotics | Cybersecurity & Defense | Growth & Startup & Investment""}"
company_e1e40e17308493f8094d,company,Aequidem,"""Aequidem"" VivaTech exhibitor company France Diversity & Inclusion","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""84ac3e44-b255-f111-8fcb-6045bd954326"", ""tags"": ""Diversity & Inclusion | Healthcare & Wellness | Luxury & Fashion & Cosmetics""}"
company_04caeb28480003d727ff,company,Aerleum,"""Aerleum"" VivaTech exhibitor company France Energy & Greentech","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": ""Seed - $1M - $5M"", ""source_id"": ""f9a116a2-6b5a-f111-8fcb-6045bd954326"", ""tags"": ""Energy & Greentech | Industry & Supply Chain | Mobility & Smart Cities""}"
company_684c392f0e7e1586e43d,company,Aero-One,"""Aero-One"" VivaTech exhibitor company South Korea Energy & Greentech","{""company_type"": ""startup"", ""country"": ""South Korea"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""f66891ee-9f47-f111-8ef3-6045bd9548dc"", ""tags"": ""Energy & Greentech""}"
company_61ffadb67487267645dc,company,Aerones,"""Aerones"" VivaTech exhibitor company Latvia Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""Latvia"", ""fundraising"": """", ""source_id"": ""409afcfb-f755-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics""}"
company_0d23745f4c947418795e,company,Aeronova Advanced Materials,"""Aeronova Advanced Materials"" VivaTech exhibitor company Canada Growth & Startup & Investment","{""company_type"": ""startup"", ""country"": ""Canada"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""e49849e6-164e-f111-8ef3-6045bd9548dc"", ""tags"": ""Growth & Startup & Investment | Energy & Greentech | DeepTech""}"
company_88976bf9fd8a0478ed34,company,Aerosense Inc.,"""Aerosense Inc."" VivaTech exhibitor company Japan DeepTech","{""company_type"": ""startup"", ""country"": ""Japan"", ""fundraising"": ""Series A - $5M - $15M"", ""source_id"": ""713a7ef2-4749-f111-8ef3-6045bd9548dc"", ""tags"": ""DeepTech | Artificial Intelligence & Robotics | Sovereignty & GovTech""}"
company_1d1b057737bb2479150c,company,Aetheis Ltd,"""Aetheis Ltd"" VivaTech exhibitor company Mauritius Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""Mauritius"", ""fundraising"": ""Bootstrapped - 0"", ""source_id"": ""49286b9c-0a4d-f111-8ef3-6045bd9548dc"", ""tags"": ""Artificial Intelligence & Robotics | HR & EdTech & Future of Work | Growth & Startup & Investment""}"
company_7774bc402b8f3bb91ef2,company,Africanity-Group,"""Africanity-Group"" VivaTech exhibitor company Senegal Cloud & Infrastructure & Connectivity","{""company_type"": ""startup"", ""country"": ""Senegal"", ""fundraising"": ""Not yet - 0"", ""source_id"": ""020ecc3a-de58-f111-8fcb-6045bd954326"", ""tags"": ""Cloud & Infrastructure & Connectivity | Artificial Intelligence & Robotics | DeepTech""}"
company_0badc9dcf0b392ae8d85,company,AfricaTech Lab,"""AfricaTech Lab"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""partner"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""00d48172-2a28-f111-9a49-6045bd9541be"", ""tags"": ""Artificial Intelligence & Robotics | Consulting & B2B services | Fintech & Banking & Compliance | DeepTech | Diversity & Inclusion""}"
company_bd6686d41124db424505,company,Afterdata,"""Afterdata"" VivaTech exhibitor company France Artificial Intelligence & Robotics","{""company_type"": ""startup"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""47063361-9952-f111-8fcb-6045bd954326"", ""tags"": ""Artificial Intelligence & Robotics | Fintech & Banking & Compliance""}"
company_cd2edc0e82a93f60ae32,company,Aftermarket,"""Aftermarket"" VivaTech exhibitor company Cote d’Ivoire Food & Agriculture","{""company_type"": ""startup"", ""country"": ""Cote d’Ivoire"", ""fundraising"": ""Pre-Seed - <$1M"", ""source_id"": ""5f20f221-8742-f111-8ef2-6045bd954320"", ""tags"": ""Food & Agriculture | Growth & Startup & Investment | Consulting & B2B services""}"
company_cdcf29e7c3a7895f3497,company,Ag Partners Publicis Africa,"""Ag Partners Publicis Africa"" VivaTech exhibitor company Cote d’Ivoire Consulting & B2B services","{""company_type"": ""partner"", ""country"": ""Cote d’Ivoire"", ""fundraising"": """", ""source_id"": ""0547a667-b532-f111-8ef2-6045bd954320"", ""tags"": ""Consulting & B2B services | Marketing & Advertising | Media & Entertainment & Creators Economy | Sovereignty & GovTech""}"
company_4f7d17c359b0ab11050b,company,Agence de Développement et d'Innovation de Mayotte - Adim,"""Agence de Développement et d'Innovation de Mayotte - Adim"" VivaTech exhibitor company Mayotte Food & Agriculture","{""company_type"": ""partner"", ""country"": ""Mayotte"", ""fundraising"": """", ""source_id"": ""c439407f-b744-f111-8ef2-6045bd954320"", ""tags"": ""Food & Agriculture | Artificial Intelligence & Robotics | DeepTech | Energy & Greentech""}"
company_5a3bb78397f88e7062e5,company,Agence de l'Innovation de Défense - Ministère des Armées et des Anciens Combattants,"""Agence de l'Innovation de Défense - Ministère des Armées et des Anciens Combattants"" VivaTech exhibitor company France Sovereignty & GovTech","{""company_type"": ""partner"", ""country"": ""France"", ""fundraising"": """", ""source_id"": ""745196e4-3a4d-f111-8ef3-6045bd9548dc"", ""tags"": ""Sovereignty & GovTech | Cybersecurity & Defense | DeepTech | Artificial Intelligence & Robotics""}"
company_47bdc9cf9d16c2f9146a,company,Agentic Learning Labs,"""Agentic Learning Labs"" VivaTech exhibitor company Canada HR & EdTech & Future of Work","{""company_type"": ""startup"", ""country"": ""Canada"", ""fundraising"": ""Bootstrapped - 0"", ""source_id"": ""98976d1b-634d-f111-8ef3-6045bd9548dc"", ""tags"": ""HR & EdTech & Future of Work | Consulting & B2B services | Sovereignty & GovTech""}"
