speaker_id,speaker_name,speaker_company,speaker_job_title,matched,match_key,company_id,company_name,company_type,country,hall,stand,company_tags,speaker_tags,top_speaker,has_sessions
e893a2e8-9a5a-f111-8fcb-6045bd954326,John BRUCE,INRUPT,,False,,,,,,,,,,False,True
da1370bb-615f-f111-8fcb-6045bd954326,davide Brugola,Ogyre,Account Executive,True,ogyre,e6f1a450-6e39-f111-8ef2-6045bd954320,Ogyre,startup,Italy,,3F32-001,Growth & Startup & Investment | Food & Agriculture | Industry & Supply Chain,Energy & Greentech | Sovereignty & GovTech,False,True
9e9dd33b-cf67-41da-95af-c3a9cec3bb4a,Julie Bruguière,Ethylowheel,Co-Founder & Executive Director,True,ethylowheel,a0537d44-0243-f111-8ef2-6045bd954320,Ethylowheel,startup,France,pavillon7,3H19-001,DeepTech | Healthcare & Wellness | Mobility & Smart Cities,DeepTech | Healthcare & Wellness | Mobility & Smart Cities,False,True
969aa5d2-9748-f111-8ef3-6045bd9548dc,Christophe Brunet,Concerti,Co-founder & Musical Director,True,concerti,fe4e0a4e-692e-f111-9a49-6045bd9541be,Concerti,startup,France,,2B59-003,Consulting & B2B services | Growth & Startup & Investment | Media & Entertainment & Creators Economy,Diversity & Inclusion | Healthcare & Wellness | Growth & Startup & Investment,False,True
fc0f5aee-0164-f111-8fcb-6045bd954326,Muriel Brunet,Inria,Strategic Lead TechPourToutes,True,inria,375258ae-4d2f-f111-9a49-6045bd9541be,INRIA,partner,France,pavillon7,2H62,Sovereignty & GovTech | DeepTech | Artificial Intelligence & Robotics | Cybersecurity & Defense,,False,True
10477d87-f564-f111-8fcb-6045bd954326,Aurélie Brunet de Courssou,RTL AdAlliance,Senior Marketing Director,False,,,,,,,,,,False,True
7dc4894e-4b50-f111-8ef3-6045bd9548dc,Chris Brush,UC Haas School Berkeley,Executive Director,False,,,,,,,,,Artificial Intelligence & Robotics | Food & Agriculture | Growth & Startup & Investment,False,True
8a169562-a65d-f111-8fcb-6045bd954326,Federico Buffa,EssilorLuxottica,"Chief R&D, Product, and Marketing Officer",True,essilorluxottica,5585a694-5f50-f111-8ef3-6045bd9548dc,Essilorluxottica,partner,France,pavillon7,1D14,Artificial Intelligence & Robotics | Healthcare & Wellness | Industry & Supply Chain,Artificial Intelligence & Robotics | Marketing & Advertising,False,True
f72b1123-a265-f111-8fcb-6045bd954326,Tyler BUFFIE,EY,Applied Innovation Strategy Lead,False,,,,,,,,,Artificial Intelligence & Robotics | Sovereignty & GovTech | Mobility & Smart Cities,False,True
727e082f-8673-4c2e-90aa-a673d7b76d6b,Valerie Bures,XAnge,Partner and Head of DACH region,False,,,,,,,,,DeepTech | Energy & Greentech | Healthcare & Wellness,False,True
01a1b1a6-c900-4881-bc09-a29d376e645a,Jo Burford,Edelman,"Head of Creator, EMEA",False,,,,,,,,,,False,True
231e88a3-124a-f111-8ef3-6045bd9548dc,Brian Burns,PwC,Partner and AI Infrastructure Leader,True,pwc,eb4b8f20-913a-f111-8ef2-6045bd954320,PwC,partner,United Kingdom,pavillon7,2D36,Consulting & B2B services | Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity | Cybersecurity & Defense | Diversity & Inclusion,Artificial Intelligence & Robotics | Cloud & Infrastructure & Connectivity,False,True
9e6d610f-c875-46fc-9996-046b41857037,Simon BUSSY,CALIFRAIS,Founder & CEO,False,,,,,,,,,Artificial Intelligence & Robotics | DeepTech | Retail & E-commerce,False,True
2c019f99-c268-f111-8fcb-6045bd9543bb,Pauline Butor,Webedia-Elephant,Director of Creative and Development,False,,,,,,,,,,False,True
20024fa1-a844-f111-8ef2-6045bd954320,Mathias Buttet,Hublot,Directeur de la recherche et développement (R&D),False,,,,,,,,,,False,True
c19261ae-f364-f111-8fcb-6045bd954326,Nathalie Cabut,L'Oréal,Head of Online Beauty Tech Services Portfolio,True,loreal,63688ffa-c82a-f111-9a49-6045bd9541be,L'Oreal Groupe,partner,France,pavillon7,1D12,Artificial Intelligence & Robotics | DeepTech | Healthcare & Wellness | Luxury & Fashion & Cosmetics | Media & Entertainment & Creators Economy,,False,True
03c5a87a-c669-f111-8fcb-6045bd9543bb,Cristina Caffarra,EuroStack Initiative Foundation e.V. ,Co-Founder and Chair,False,,,,,,,,,,False,True
f9fff0ae-2560-f111-8fcb-6045bd954326,Charlotte Cahuzac,OpinionWay,Directrice Adjointe du Pôle Opinion,False,,,,,,,,,Sovereignty & GovTech | Diversity & Inclusion | Media & Entertainment & Creators Economy,False,True
78b5ed98-4a5f-f111-8fcb-6045bd954326,Sacha  CAI,Shokz,Shokz Sales Lead France,False,,,,,,,,,Marketing & Advertising,False,True
bdee8ec6-7c71-4aaf-a466-b600b7fbdd8e,Matthieu Caillat,AXA,Group Chief Technology & AI Officer,False,,,,,,,,,Artificial Intelligence & Robotics,False,True
